timestamp,target,node_id,up,scrape_duration_s,scrape_samples_scraped,dcgm_gpu_metric_count,dcgm_metric_families_count
t0028,dcgm-gpu-node-11:9400,gpu-node-11,1,0.448,836,91,72
t0029,dcgm-gpu-node-00:9400,gpu-node-00,1,0.425,828,96,72
t0029,dcgm-gpu-node-01:9400,gpu-node-01,1,0.386,826,95,76
t0029,dcgm-gpu-node-02:9400,gpu-node-02,1,0.429,832,96,74
t0029,dcgm-gpu-node-03:9400,gpu-node-03,1,0.391,808,96,74
t0029,dcgm-gpu-node-04:9400,gpu-node-04,1,0.437,820,100,75
t0029,dcgm-gpu-node-05:9400,gpu-node-05,1,0.413,829,96,74
t0029,dcgm-gpu-node-06:9400,gpu-node-06,1,0.398,826,96,74
t0029,dcgm-gpu-node-07:9400,gpu-node-07,1,0.455,814,95,72
t0029,dcgm-gpu-node-08:9400,gpu-node-08,1,0.398,830,96,74
t0029,dcgm-gpu-node-09:9400,gpu-node-09,1,0.422,818,101,72
t0029,dcgm-gpu-node-10:9400,gpu-node-10,1,0.356,816,98,74
t0029,dcgm-gpu-node-11:9400,gpu-node-11,1,0.404,816,95,74
t0030,dcgm-gpu-node-00:9400,gpu-node-00,1,0.451,831,96,77
t0030,dcgm-gpu-node-01:9400,gpu-node-01,1,0.501,823,96,74
t0030,dcgm-gpu-node-02:9400,gpu-node-02,1,0.504,838,92,71
t0030,dcgm-gpu-node-03:9400,gpu-node-03,1,0.442,834,100,74
t0030,dcgm-gpu-node-04:9400,gpu-node-04,1,0.334,810,96,74
t0030,dcgm-gpu-node-05:9400,gpu-node-05,1,0.378,812,97,73
t0030,dcgm-gpu-node-06:9400,gpu-node-06,1,0.467,831,95,73
t0030,dcgm-gpu-node-07:9400,gpu-node-07,1,0.431,837,94,74
t0030,dcgm-gpu-node-08:9400,gpu-node-08,1,0.401,823,95,75
t0030,dcgm-gpu-node-09:9400,gpu-node-09,1,0.378,812,93,74
t0030,dcgm-gpu-node-10:9400,gpu-node-10,1,0.369,821,96,73
t0030,dcgm-gpu-node-11:9400,gpu-node-11,1,0.382,820,98,75
t0031,dcgm-gpu-node-00:9400,gpu-node-00,1,0.411,809,96,73
t0031,dcgm-gpu-node-01:9400,gpu-node-01,1,0.427,824,97,72
t0031,dcgm-gpu-node-02:9400,gpu-node-02,1,0.475,831,99,76
t0031,dcgm-gpu-node-03:9400,gpu-node-03,1,0.403,837,98,70
t0031,dcgm-gpu-node-04:9400,gpu-node-04,1,0.469,820,96,71
t0031,dcgm-gpu-node-05:9400,gpu-node-05,1,0.385,797,96,73
t0031,dcgm-gpu-node-06:9400,gpu-node-06,1,0.433,834,100,79
t0031,dcgm-gpu-node-07:9400,gpu-node-07,1,0.389,819,93,74
t0031,dcgm-gpu-node-08:9400,gpu-node-08,1,0.45,807,96,74
t0031,dcgm-gpu-node-09:9400,gpu-node-09,1,0.382,836,97,74
t0031,dcgm-gpu-node-10:9400,gpu-node-10,1,0.423,827,97,75
t0031,dcgm-gpu-node-11:9400,gpu-node-11,1,0.403,831,94,74
t0032,dcgm-gpu-node-00:9400,gpu-node-00,1,0.426,832,96,74
t0032,dcgm-gpu-node-01:9400,gpu-node-01,1,0.431,832,95,75
t0032,dcgm-gpu-node-02:9400,gpu-node-02,1,0.477,803,92,71
t0032,dcgm-gpu-node-03:9400,gpu-node-03,1,0.42,817,96,71
t0032,dcgm-gpu-node-04:9400,gpu-node-04,1,0.43,821,101,74
t0032,dcgm-gpu-node-05:9400,gpu-node-05,1,0.419,832,98,73
t0032,dcgm-gpu-node-06:9400,gpu-node-06,1,0.435,824,98,74
t0032,dcgm-gpu-node-07:9400,gpu-node-07,1,0.348,818,96,75
t0032,dcgm-gpu-node-08:9400,gpu-node-08,1,0.393,818,98,74
t0032,dcgm-gpu-node-09:9400,gpu-node-09,1,0.388,821,95,73
t0032,dcgm-gpu-node-10:9400,gpu-node-10,1,0.395,803,98,74
t0032,dcgm-gpu-node-11:9400,gpu-node-11,1,0.389,814,93,74
t0033,dcgm-gpu-node-00:9400,gpu-node-00,1,0.45,812,89,73
t0033,dcgm-gpu-node-01:9400,gpu-node-01,1,0.432,828,96,76
t0033,dcgm-gpu-node-02:9400,gpu-node-02,1,0.408,812,96,74
t0033,dcgm-gpu-node-03:9400,gpu-node-03,1,0.482,808,97,72
t0033,dcgm-gpu-node-04:9400,gpu-node-04,1,0.401,829,96,75
t0033,dcgm-gpu-node-05:9400,gpu-node-05,1,0.412,829,96,73
t0033,dcgm-gpu-node-06:9400,gpu-node-06,1,0.414,816,99,72
t0033,dcgm-gpu-node-07:9400,gpu-node-07,1,0.352,835,96,74
t0033,dcgm-gpu-node-08:9400,gpu-node-08,1,0.406,824,96,74
t0033,dcgm-gpu-node-09:9400,gpu-node-09,1,0.49,834,95,76
t0033,dcgm-gpu-node-10:9400,gpu-node-10,1,0.405,830,97,75
t0033,dcgm-gpu-node-11:9400,gpu-node-11,1,0.459,819,96,74
t0034,dcgm-gpu-node-00:9400,gpu-node-00,1,0.375,840,94,73
t0034,dcgm-gpu-node-01:9400,gpu-node-01,1,0.468,821,93,74
t0034,dcgm-gpu-node-02:9400,gpu-node-02,1,0.466,812,99,73
t0034,dcgm-gpu-node-03:9400,gpu-node-03,1,0.421,827,98,73
t0034,dcgm-gpu-node-04:9400,gpu-node-04,1,0.442,827,95,74
t0034,dcgm-gpu-node-05:9400,gpu-node-05,1,0.355,827,95,71
t0034,dcgm-gpu-node-06:9400,gpu-node-06,1,0.433,823,96,74
t0034,dcgm-gpu-node-07:9400,gpu-node-07,1,0.417,838,99,74
t0034,dcgm-gpu-node-08:9400,gpu-node-08,1,0.346,824,96,74
t0034,dcgm-gpu-node-09:9400,gpu-node-09,1,0.419,826,100,74
t0034,dcgm-gpu-node-10:9400,gpu-node-10,1,0.442,820,96,74
t0034,dcgm-gpu-node-11:9400,gpu-node-11,1,0.405,810,95,75
t0035,dcgm-gpu-node-00:9400,gpu-node-00,1,0.424,800,93,75
t0035,dcgm-gpu-node-01:9400,gpu-node-01,1,0.406,824,97,75
t0035,dcgm-gpu-node-02:9400,gpu-node-02,1,0.479,820,93,75
t0035,dcgm-gpu-node-03:9400,gpu-node-03,1,0.438,795,96,74
t0035,dcgm-gpu-node-04:9400,gpu-node-04,1,0.47,829,96,74
t0035,dcgm-gpu-node-05:9400,gpu-node-05,1,0.402,841,95,78
t0035,dcgm-gpu-node-06:9400,gpu-node-06,1,0.389,817,100,74
t0035,dcgm-gpu-node-07:9400,gpu-node-07,1,0.368,821,97,76
t0035,dcgm-gpu-node-08:9400,gpu-node-08,1,0.409,808,94,74
t0035,dcgm-gpu-node-09:9400,gpu-node-09,1,0.348,822,90,75
t0035,dcgm-gpu-node-10:9400,gpu-node-10,1,0.386,829,96,74
t0035,dcgm-gpu-node-11:9400,gpu-node-11,1,0.478,832,100,74
t0036,dcgm-gpu-node-00:9400,gpu-node-00,1,0.475,843,101,74
t0036,dcgm-gpu-node-01:9400,gpu-node-01,1,0.408,818,100,75
t0036,dcgm-gpu-node-02:9400,gpu-node-02,1,0.365,825,96,74
t0036,dcgm-gpu-node-03:9400,gpu-node-03,1,0.388,817,93,74
t0036,dcgm-gpu-node-04:9400,gpu-node-04,1,0.408,816,91,74
t0036,dcgm-gpu-node-05:9400,gpu-node-05,1,0.394,795,93,74
t0036,dcgm-gpu-node-06:9400,gpu-node-06,1,0.434,810,98,76
t0036,dcgm-gpu-node-07:9400,gpu-node-07,1,0.368,819,103,75
t0036,dcgm-gpu-node-08:9400,gpu-node-08,1,0.404,834,96,74
t0036,dcgm-gpu-node-09:9400,gpu-node-09,1,0.434,827,97,72
t0036,dcgm-gpu-node-10:9400,gpu-node-10,1,0.395,837,96,73
t0036,dcgm-gpu-node-11:9400,gpu-node-11,1,0.407,825,95,74
t0037,dcgm-gpu-node-00:9400,gpu-node-00,1,0.444,837,95,76
t0037,dcgm-gpu-node-01:9400,gpu-node-01,1,0.389,820,96,74
t0037,dcgm-gpu-node-02:9400,gpu-node-02,1,0.366,813,96,73
t0037,dcgm-gpu-node-03:9400,gpu-node-03,1,0.393,805,96,71
t0037,dcgm-gpu-node-04:9400,gpu-node-04,1,0.479,809,98,74
t0037,dcgm-gpu-node-05:9400,gpu-node-05,1,0.44,821,96,71
t0037,dcgm-gpu-node-06:9400,gpu-node-06,1,0.429,850,96,74
t0037,dcgm-gpu-node-07:9400,gpu-node-07,1,0.372,811,104,69
t0037,dcgm-gpu-node-08:9400,gpu-node-08,1,0.397,828,93,75
t0037,dcgm-gpu-node-09:9400,gpu-node-09,1,0.438,820,96,74
t0037,dcgm-gpu-node-10:9400,gpu-node-10,1,0.431,816,92,73
t0037,dcgm-gpu-node-11:9400,gpu-node-11,1,0.34,828,95,74
t0038,dcgm-gpu-node-00:9400,gpu-node-00,1,0.462,832,98,74
t0038,dcgm-gpu-node-01:9400,gpu-node-01,1,0.368,817,98,74
t0038,dcgm-gpu-node-02:9400,gpu-node-02,1,0.46,802,97,73
t0038,dcgm-gpu-node-03:9400,gpu-node-03,1,0.394,809,96,77
t0038,dcgm-gpu-node-04:9400,gpu-node-04,1,0.434,818,97,71
t0038,dcgm-gpu-node-05:9400,gpu-node-05,1,0.422,821,96,74
t0038,dcgm-gpu-node-06:9400,gpu-node-06,1,0.435,820,94,74
t0038,dcgm-gpu-node-07:9400,gpu-node-07,1,0.51,824,97,75
t0038,dcgm-gpu-node-08:9400,gpu-node-08,1,0.425,818,97,71
t0038,dcgm-gpu-node-09:9400,gpu-node-09,1,0.433,801,92,79
t0038,dcgm-gpu-node-10:9400,gpu-node-10,1,0.5,832,100,71
t0038,dcgm-gpu-node-11:9400,gpu-node-11,1,0.372,825,98,73
t0039,dcgm-gpu-node-00:9400,gpu-node-00,1,0.427,818,103,74
t0039,dcgm-gpu-node-01:9400,gpu-node-01,1,0.444,827,96,76
t0039,dcgm-gpu-node-02:9400,gpu-node-02,1,0.389,817,99,74
t0039,dcgm-gpu-node-03:9400,gpu-node-03,1,0.337,799,94,73
t0039,dcgm-gpu-node-04:9400,gpu-node-04,1,0.393,831,95,77
t0039,dcgm-gpu-node-05:9400,gpu-node-05,1,0.476,805,95,76
t0039,dcgm-gpu-node-06:9400,gpu-node-06,1,0.446,834,94,76
t0039,dcgm-gpu-node-07:9400,gpu-node-07,1,0.416,821,98,74
t0039,dcgm-gpu-node-08:9400,gpu-node-08,1,0.456,817,98,75
t0039,dcgm-gpu-node-09:9400,gpu-node-09,1,0.364,814,92,71
t0039,dcgm-gpu-node-10:9400,gpu-node-10,1,0.45,828,92,75
t0039,dcgm-gpu-node-11:9400,gpu-node-11,1,0.448,823,104,73
t0040,dcgm-gpu-node-00:9400,gpu-node-00,1,0.415,821,96,76
t0040,dcgm-gpu-node-01:9400,gpu-node-01,1,0.436,803,96,74
t0040,dcgm-gpu-node-02:9400,gpu-node-02,1,0.374,803,96,73
t0040,dcgm-gpu-node-03:9400,gpu-node-03,1,0.449,825,93,73
t0040,dcgm-gpu-node-04:9400,gpu-node-04,1,0.473,820,98,76
t0040,dcgm-gpu-node-05:9400,gpu-node-05,1,0.449,818,96,74
t0040,dcgm-gpu-node-06:9400,gpu-node-06,1,0.392,807,100,78
t0040,dcgm-gpu-node-07:9400,gpu-node-07,1,0.378,801,96,75
t0040,dcgm-gpu-node-08:9400,gpu-node-08,1,0.476,809,95,75
t0040,dcgm-gpu-node-09:9400,gpu-node-09,1,0.39,831,100,76
t0040,dcgm-gpu-node-10:9400,gpu-node-10,1,0.42,825,95,69
t0040,dcgm-gpu-node-11:9400,gpu-node-11,1,0.441,812,96,74
t0041,dcgm-gpu-node-00:9400,gpu-node-00,1,0.455,809,100,74
t0041,dcgm-gpu-node-01:9400,gpu-node-01,1,0.339,804,96,74
t0041,dcgm-gpu-node-02:9400,gpu-node-02,1,0.438,801,95,75
t0041,dcgm-gpu-node-03:9400,gpu-node-03,1,0.382,836,93,74
t0041,dcgm-gpu-node-04:9400,gpu-node-04,1,0.451,815,97,76
t0041,dcgm-gpu-node-05:9400,gpu-node-05,1,0.378,836,101,72
t0041,dcgm-gpu-node-06:9400,gpu-node-06,1,0.368,836,100,76
t0041,dcgm-gpu-node-07:9400,gpu-node-07,1,0.449,817,97,75
t0041,dcgm-gpu-node-08:9400,gpu-node-08,1,0.462,828,101,74
t0041,dcgm-gpu-node-09:9400,gpu-node-09,1,0.433,812,91,74
t0041,dcgm-gpu-node-10:9400,gpu-node-10,1,0.432,815,97,74
t0041,dcgm-gpu-node-11:9400,gpu-node-11,1,0.333,827,92,74
t0042,dcgm-gpu-node-00:9400,gpu-node-00,1,0.451,840,89,74
t0042,dcgm-gpu-node-01:9400,gpu-node-01,1,0.462,821,94,72
t0042,dcgm-gpu-node-02:9400,gpu-node-02,1,0.458,819,96,74
t0042,dcgm-gpu-node-03:9400,gpu-node-03,1,0.449,812,95,74
t0042,dcgm-gpu-node-04:9400,gpu-node-04,1,0.407,860,96,74
t0042,dcgm-gpu-node-05:9400,gpu-node-05,1,0.389,812,94,73
t0042,dcgm-gpu-node-06:9400,gpu-node-06,1,0.388,826,91,69
t0042,dcgm-gpu-node-07:9400,gpu-node-07,1,0.491,816,93,74
t0042,dcgm-gpu-node-08:9400,gpu-node-08,1,0.472,813,96,74
t0042,dcgm-gpu-node-09:9400,gpu-node-09,1,0.407,821,99,75
t0042,dcgm-gpu-node-10:9400,gpu-node-10,1,0.366,790,90,76
t0042,dcgm-gpu-node-11:9400,gpu-node-11,1,0.376,787,96,76
t0043,dcgm-gpu-node-00:9400,gpu-node-00,1,0.459,832,99,74
t0043,dcgm-gpu-node-01:9400,gpu-node-01,1,0.38,830,96,74
t0043,dcgm-gpu-node-02:9400,gpu-node-02,1,0.41,826,96,73
t0043,dcgm-gpu-node-03:9400,gpu-node-03,1,0.413,814,98,75
t0043,dcgm-gpu-node-04:9400,gpu-node-04,1,0.403,815,100,78
t0043,dcgm-gpu-node-05:9400,gpu-node-05,1,0.489,809,91,74
t0043,dcgm-gpu-node-06:9400,gpu-node-06,1,0.426,817,98,75
t0043,dcgm-gpu-node-07:9400,gpu-node-07,1,0.424,823,96,74
t0043,dcgm-gpu-node-08:9400,gpu-node-08,1,0.39,830,96,74
t0043,dcgm-gpu-node-09:9400,gpu-node-09,1,0.515,817,93,75
t0043,dcgm-gpu-node-10:9400,gpu-node-10,1,0.378,803,100,72
t0043,dcgm-gpu-node-11:9400,gpu-node-11,1,0.361,829,92,74
t0044,dcgm-gpu-node-00:9400,gpu-node-00,1,0.463,812,102,74
t0044,dcgm-gpu-node-01:9400,gpu-node-01,1,0.392,792,96,70
t0044,dcgm-gpu-node-02:9400,gpu-node-02,1,0.44,822,96,76
t0044,dcgm-gpu-node-03:9400,gpu-node-03,1,0.344,805,93,75
t0044,dcgm-gpu-node-04:9400,gpu-node-04,1,0.396,826,97,74
t0044,dcgm-gpu-node-05:9400,gpu-node-05,1,0.475,799,99,77
t0044,dcgm-gpu-node-06:9400,gpu-node-06,1,0.388,826,96,71
t0044,dcgm-gpu-node-07:9400,gpu-node-07,1,0.41,821,92,74
t0044,dcgm-gpu-node-08:9400,gpu-node-08,1,0.338,823,99,74
t0044,dcgm-gpu-node-09:9400,gpu-node-09,1,0.35,822,91,74
t0044,dcgm-gpu-node-10:9400,gpu-node-10,1,0.408,820,94,74
t0044,dcgm-gpu-node-11:9400,gpu-node-11,1,0.45,815,93,74
t0045,dcgm-gpu-node-00:9400,gpu-node-00,1,0.393,818,100,74
t0045,dcgm-gpu-node-01:9400,gpu-node-01,1,0.406,802,95,72
t0045,dcgm-gpu-node-02:9400,gpu-node-02,1,0.42,801,94,74
t0045,dcgm-gpu-node-03:9400,gpu-node-03,1,0.454,820,96,74
t0045,dcgm-gpu-node-04:9400,gpu-node-04,1,0.473,821,97,76
t0045,dcgm-gpu-node-05:9400,gpu-node-05,1,0.479,813,94,75
t0045,dcgm-gpu-node-06:9400,gpu-node-06,1,0.375,809,97,73
t0045,dcgm-gpu-node-07:9400,gpu-node-07,1,0.398,823,98,76
t0045,dcgm-gpu-node-08:9400,gpu-node-08,1,0.372,826,97,76
t0045,dcgm-gpu-node-09:9400,gpu-node-09,1,0.445,829,98,75
t0045,dcgm-gpu-node-10:9400,gpu-node-10,1,0.426,794,96,74
t0045,dcgm-gpu-node-11:9400,gpu-node-11,1,0.445,821,96,73
t0046,dcgm-gpu-node-00:9400,gpu-node-00,1,0.358,808,99,74
t0046,dcgm-gpu-node-01:9400,gpu-node-01,1,0.431,827,98,73
t0046,dcgm-gpu-node-02:9400,gpu-node-02,1,0.415,838,99,76
t0046,dcgm-gpu-node-03:9400,gpu-node-03,1,0.426,818,96,74
t0046,dcgm-gpu-node-04:9400,gpu-node-04,1,0.405,823,99,75
t0046,dcgm-gpu-node-05:9400,gpu-node-05,1,0.386,833,96,72
t0046,dcgm-gpu-node-06:9400,gpu-node-06,1,0.403,812,99,79
t0046,dcgm-gpu-node-07:9400,gpu-node-07,1,0.443,810,100,74
t0046,dcgm-gpu-node-08:9400,gpu-node-08,1,0.414,821,100,76
t0046,dcgm-gpu-node-09:9400,gpu-node-09,1,0.419,825,96,70
t0046,dcgm-gpu-node-10:9400,gpu-node-10,1,0.429,806,97,72
t0046,dcgm-gpu-node-11:9400,gpu-node-11,1,0.469,825,93,77
t0047,dcgm-gpu-node-00:9400,gpu-node-00,1,0.394,820,94,73
t0047,dcgm-gpu-node-01:9400,gpu-node-01,1,0.444,808,95,76
t0047,dcgm-gpu-node-02:9400,gpu-node-02,1,0.47,809,97,76
t0047,dcgm-gpu-node-03:9400,gpu-node-03,1,0.396,825,96,74
t0047,dcgm-gpu-node-04:9400,gpu-node-04,1,0.35,820,96,74
t0047,dcgm-gpu-node-05:9400,gpu-node-05,1,0.507,848,96,74
t0047,dcgm-gpu-node-06:9400,gpu-node-06,1,0.447,820,94,74
t0047,dcgm-gpu-node-07:9400,gpu-node-07,1,0.414,847,97,74
t0047,dcgm-gpu-node-08:9400,gpu-node-08,1,0.434,821,95,73
t0047,dcgm-gpu-node-09:9400,gpu-node-09,1,0.444,809,96,73
t0047,dcgm-gpu-node-10:9400,gpu-node-10,1,0.482,812,98,74
t0047,dcgm-gpu-node-11:9400,gpu-node-11,1,0.418,811,96,75
t0048,dcgm-gpu-node-00:9400,gpu-node-00,1,0.375,816,92,76
t0048,dcgm-gpu-node-01:9400,gpu-node-01,1,0.44,810,97,70
t0048,dcgm-gpu-node-02:9400,gpu-node-02,1,0.388,797,96,73
t0048,dcgm-gpu-node-03:9400,gpu-node-03,1,0.419,801,93,73
t0048,dcgm-gpu-node-04:9400,gpu-node-04,1,0.372,824,94,77
t0048,dcgm-gpu-node-05:9400,gpu-node-05,1,0.44,821,96,73
t0048,dcgm-gpu-node-06:9400,gpu-node-06,1,0.476,815,97,75
t0048,dcgm-gpu-node-07:9400,gpu-node-07,1,0.371,794,93,74
t0048,dcgm-gpu-node-08:9400,gpu-node-08,1,0.394,834,96,77
t0048,dcgm-gpu-node-09:9400,gpu-node-09,1,0.487,833,96,76
t0048,dcgm-gpu-node-10:9400,gpu-node-10,1,0.38,797,99,69
t0048,dcgm-gpu-node-11:9400,gpu-node-11,1,0.438,820,95,74
t0049,dcgm-gpu-node-00:9400,gpu-node-00,1,0.448,820,91,73
t0049,dcgm-gpu-node-01:9400,gpu-node-01,1,0.441,834,99,69
t0049,dcgm-gpu-node-02:9400,gpu-node-02,1,0.406,836,100,73
t0049,dcgm-gpu-node-03:9400,gpu-node-03,1,0.386,811,97,73
t0049,dcgm-gpu-node-04:9400,gpu-node-04,1,0.354,808,97,72
t0049,dcgm-gpu-node-05:9400,gpu-node-05,1,0.468,813,92,74
t0049,dcgm-gpu-node-06:9400,gpu-node-06,1,0.409,802,92,76
t0049,dcgm-gpu-node-07:9400,gpu-node-07,1,0.43,821,100,71
t0049,dcgm-gpu-node-08:9400,gpu-node-08,1,0.49,847,97,74
t0049,dcgm-gpu-node-09:9400,gpu-node-09,1,0.41,812,102,73
t0049,dcgm-gpu-node-10:9400,gpu-node-10,1,0.464,839,96,74
t0049,dcgm-gpu-node-11:9400,gpu-node-11,1,0.427,834,103,72
t0050,dcgm-gpu-node-00:9400,gpu-node-00,1,0.39,839,101,77
t0050,dcgm-gpu-node-01:9400,gpu-node-01,1,0.387,820,98,76
t0050,dcgm-gpu-node-02:9400,gpu-node-02,1,0.487,804,93,74
t0050,dcgm-gpu-node-03:9400,gpu-node-03,1,0.429,829,96,75
t0050,dcgm-gpu-node-04:9400,gpu-node-04,1,0.359,825,95,73
t0050,dcgm-gpu-node-05:9400,gpu-node-05,1,0.443,823,97,76
t0050,dcgm-gpu-node-06:9400,gpu-node-06,1,0.409,824,98,73
t0050,dcgm-gpu-node-07:9400,gpu-node-07,1,0.371,832,94,75
t0050,dcgm-gpu-node-08:9400,gpu-node-08,1,0.417,840,102,72
t0050,dcgm-gpu-node-09:9400,gpu-node-09,1,0.385,820,95,72
t0050,dcgm-gpu-node-10:9400,gpu-node-10,1,0.438,810,97,71
t0050,dcgm-gpu-node-11:9400,gpu-node-11,1,0.397,849,94,75
t0051,dcgm-gpu-node-00:9400,gpu-node-00,1,0.443,829,100,74
t0051,dcgm-gpu-node-01:9400,gpu-node-01,1,0.399,817,95,76
t0051,dcgm-gpu-node-02:9400,gpu-node-02,1,0.381,829,98,74
t0051,dcgm-gpu-node-03:9400,gpu-node-03,1,0.419,809,98,72
t0051,dcgm-gpu-node-04:9400,gpu-node-04,1,0.417,809,95,74
t0051,dcgm-gpu-node-05:9400,gpu-node-05,1,0.447,825,91,74
t0051,dcgm-gpu-node-06:9400,gpu-node-06,1,0.424,822,94,73
t0051,dcgm-gpu-node-07:9400,gpu-node-07,1,0.408,837,95,72
t0051,dcgm-gpu-node-08:9400,gpu-node-08,1,0.482,832,95,74
t0051,dcgm-gpu-node-09:9400,gpu-node-09,1,0.378,808,98,73
t0051,dcgm-gpu-node-10:9400,gpu-node-10,1,0.412,805,92,74
t0051,dcgm-gpu-node-11:9400,gpu-node-11,1,0.389,828,96,73
t0052,dcgm-gpu-node-00:9400,gpu-node-00,1,0.39,824,97,76
t0052,dcgm-gpu-node-01:9400,gpu-node-01,1,0.448,811,95,72
t0052,dcgm-gpu-node-02:9400,gpu-node-02,1,0.49,807,98,74
t0052,dcgm-gpu-node-03:9400,gpu-node-03,1,0.487,821,96,76
t0052,dcgm-gpu-node-04:9400,gpu-node-04,1,0.421,819,93,74
t0052,dcgm-gpu-node-05:9400,gpu-node-05,1,0.45,805,96,75
t0052,dcgm-gpu-node-06:9400,gpu-node-06,1,0.42,805,97,73
t0052,dcgm-gpu-node-07:9400,gpu-node-07,1,0.409,800,100,73
t0052,dcgm-gpu-node-08:9400,gpu-node-08,1,0.465,795,102,76
t0052,dcgm-gpu-node-09:9400,gpu-node-09,1,0.447,826,94,74
t0052,dcgm-gpu-node-10:9400,gpu-node-10,1,0.402,819,92,74
t0052,dcgm-gpu-node-11:9400,gpu-node-11,1,0.362,822,96,75
t0053,dcgm-gpu-node-00:9400,gpu-node-00,1,0.441,838,92,73
t0053,dcgm-gpu-node-01:9400,gpu-node-01,1,0.427,831,96,73
t0053,dcgm-gpu-node-02:9400,gpu-node-02,1,0.452,832,102,74
t0053,dcgm-gpu-node-03:9400,gpu-node-03,1,0.402,824,94,74
t0053,dcgm-gpu-node-04:9400,gpu-node-04,1,0.46,832,96,72
t0053,dcgm-gpu-node-05:9400,gpu-node-05,1,0.499,825,99,73
t0053,dcgm-gpu-node-06:9400,gpu-node-06,1,0.395,806,98,72
t0053,dcgm-gpu-node-07:9400,gpu-node-07,1,0.437,823,98,76
t0053,dcgm-gpu-node-08:9400,gpu-node-08,1,0.387,808,99,72
t0053,dcgm-gpu-node-09:9400,gpu-node-09,1,0.421,818,99,73
t0053,dcgm-gpu-node-10:9400,gpu-node-10,1,0.407,841,96,75
t0053,dcgm-gpu-node-11:9400,gpu-node-11,1,0.388,806,96,76
t0054,dcgm-gpu-node-00:9400,gpu-node-00,1,0.361,819,96,73
t0054,dcgm-gpu-node-01:9400,gpu-node-01,1,0.464,814,96,75
t0054,dcgm-gpu-node-02:9400,gpu-node-02,1,0.412,842,98,75
t0054,dcgm-gpu-node-03:9400,gpu-node-03,1,0.445,824,102,73
t0054,dcgm-gpu-node-04:9400,gpu-node-04,1,0.452,819,97,74
t0054,dcgm-gpu-node-05:9400,gpu-node-05,1,0.417,814,96,73
t0054,dcgm-gpu-node-06:9400,gpu-node-06,1,0.374,809,97,74
t0054,dcgm-gpu-node-07:9400,gpu-node-07,1,0.391,825,100,76
t0054,dcgm-gpu-node-08:9400,gpu-node-08,1,0.377,821,100,73
t0054,dcgm-gpu-node-09:9400,gpu-node-09,1,0.404,803,97,77
t0054,dcgm-gpu-node-10:9400,gpu-node-10,1,0.385,802,92,74
t0054,dcgm-gpu-node-11:9400,gpu-node-11,1,0.451,815,99,72
t0055,dcgm-gpu-node-00:9400,gpu-node-00,1,0.417,808,94,71
t0055,dcgm-gpu-node-01:9400,gpu-node-01,1,0.498,834,96,76
t0055,dcgm-gpu-node-02:9400,gpu-node-02,1,0.413,814,98,75
t0055,dcgm-gpu-node-03:9400,gpu-node-03,1,0.475,830,96,74
t0055,dcgm-gpu-node-04:9400,gpu-node-04,1,0.413,813,94,74
t0055,dcgm-gpu-node-05:9400,gpu-node-05,1,0.46,827,99,74
t0055,dcgm-gpu-node-06:9400,gpu-node-06,1,0.458,831,92,74
t0055,dcgm-gpu-node-07:9400,gpu-node-07,1,0.379,813,95,74
t0055,dcgm-gpu-node-08:9400,gpu-node-08,1,0.414,806,97,74
t0055,dcgm-gpu-node-09:9400,gpu-node-09,1,0.467,821,92,68
t0055,dcgm-gpu-node-10:9400,gpu-node-10,1,0.419,812,96,72
t0055,dcgm-gpu-node-11:9400,gpu-node-11,1,0.42,813,95,80
t0056,dcgm-gpu-node-00:9400,gpu-node-00,1,0.434,816,96,75
t0056,dcgm-gpu-node-01:9400,gpu-node-01,1,0.472,807,98,76
t0056,dcgm-gpu-node-02:9400,gpu-node-02,1,0.39,804,96,74
t0056,dcgm-gpu-node-03:9400,gpu-node-03,1,0.424,803,97,75
t0056,dcgm-gpu-node-04:9400,gpu-node-04,1,0.475,813,96,71
t0056,dcgm-gpu-node-05:9400,gpu-node-05,1,0.385,830,96,76
t0056,dcgm-gpu-node-06:9400,gpu-node-06,1,0.426,823,94,74
t0056,dcgm-gpu-node-07:9400,gpu-node-07,1,0.386,812,96,74
t0056,dcgm-gpu-node-08:9400,gpu-node-08,1,0.433,800,95,75
t0056,dcgm-gpu-node-09:9400,gpu-node-09,1,0.38,821,91,74
t0056,dcgm-gpu-node-10:9400,gpu-node-10,1,0.34,834,101,75
t0056,dcgm-gpu-node-11:9400,gpu-node-11,1,0.476,835,96,72
t0057,dcgm-gpu-node-00:9400,gpu-node-00,1,0.36,812,92,77
t0057,dcgm-gpu-node-01:9400,gpu-node-01,1,0.364,803,97,74
t0057,dcgm-gpu-node-02:9400,gpu-node-02,1,0.448,821,100,72
t0057,dcgm-gpu-node-03:9400,gpu-node-03,1,0.445,838,99,74
t0057,dcgm-gpu-node-04:9400,gpu-node-04,1,0.406,811,96,71
t0057,dcgm-gpu-node-05:9400,gpu-node-05,1,0.456,844,90,74
t0057,dcgm-gpu-node-06:9400,gpu-node-06,1,0.503,833,90,74
t0057,dcgm-gpu-node-07:9400,gpu-node-07,1,0.376,788,95,76
t0057,dcgm-gpu-node-08:9400,gpu-node-08,1,0.385,839,96,72
t0057,dcgm-gpu-node-09:9400,gpu-node-09,1,0.472,848,100,76
t0057,dcgm-gpu-node-10:9400,gpu-node-10,1,0.408,817,96,76
